CodeBERT_Prediction,CodeT5_Prediction,MulaRec_Prediction,Correct_Model_Names,Correct_API_Sequence,CodeBERT_Achievement_Rate,CodeT5_Achievement_Rate,MulaRec_Achievement_Rate,CodeBERT_Head_API_Rate,CodeT5_Head_API_Rate,MulaRec_Head_API_Rate
"['string.indexof', 'string.length', 'string.substring', 'string.length', 'string.substring', 'string.length', 'string.substring', 'string.length', 'string.substring', 'string.length', 'string.substring']","['stringbuffer.<init>', 'string.indexof', 'string.length', 'string.substring', 'stringbuffer.append', 'string.length', 'string.substring', 'stringbuffer.append', 'stringbuffer.tostring']","['string.charat', 'string.substring', 'string.length', 'string.substring']",MulaRec,"['string.charat', 'string.substring', 'string.length', 'string.substring']",0.6655486342234735,0.7036717666138264,0.7207248912044261,1.0,1.0,1.0
['printstream.println'],"['date.<init>', 'simpledateformat.<init>', 'simpledateformat.format', 'system.currenttimemillis', 'date.<init>', 'simpledateformat.<init>', 'simpledateformat.format', 'system.currenttimemillis', 'date.<init>', 'simpledateformat.<init>', 'simpledateformat.format', 'system.currenttimemillis', 'date.<init>', 'simpledateformat.<init>', 'simpledateformat.format', 'system.currenttimemillis', 'date.<init>simple']","['zoneddatetime.ofinstant', 'instant.ofepochmillimap<string,string', '>.get', 'throwable.getclassmap<string,string', '>.get', 'throwable.getmessagemap<string,string', '>.get']",MulaRec,"['zoneddatetime.ofinstant', 'instant.ofepochmillimap<string,string', '>.get', 'throwable.getclassmap<string,string', '>.get', 'throwable.getmessagemap<string,string', '>.get']",0.4444444444444444,0.0,0.0,0.0,0.7058823529411765,0.0
['string.length'],"['string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring']",['integer.tostring'],MulaRec,['integer.tostring'],0.6343612334801763,0.6138498140448513,0.5306122448979592,1.0,1.0,1.0
"['string.substring', 'integer.parseint']",['integer.valueof'],['integer.parseint'],CodeT5,['integer.valueof'],0.6152815847816581,0.2,0.54,1.0,1.0,1.0
"['color.<init>', 'jpanel.<init>', 'jpanel.setbounds']","['color.<init>', 'jpanel.<init>', 'jpanel.setbounds', 'jpanel.setbackground', 'jpanel.setopaque']","['color.<init>', 'jpanel.<init>', 'jpanel.setbounds', 'jpanel.setbackground', 'jpanel.setlayout']",MulaRec,"['color.<init>', 'jpanel.<init>', 'jpanel.setbounds', 'jpanel.setbackground', 'jpanel.setlayout']",0.0,0.0,0.0,0.6666666666666666,0.4,0.4
"['url.<init>', 'string.cast']","['url.<init>', 'url.openconnection', 'string.getbytes', 'base64.encodecycobject', 'base64.decodecycobject', 'url.<init>', 'url.openconnection', 'string.getbytes', 'base64.encodecycobject', 'base64.decodecycobject', 'url.<init>', 'url.openconnection', 'string.getbytes', 'base64.encodecycobject', 'base64.decodecycobject', 'url.<init>', 'url.openconnection', 'string.getbytes', 'base64.encode']",['string.cast'],MulaRec,['string.cast'],0.5859985272059542,0.0,0.852017937219731,1.0,0.631578947368421,1.0
['datainputstream.<init>'],"['bytearrayoutputstream.<init>', 'bytearrayoutputstream.write', 'bytearrayoutputstream.tobytearray']","['bytearrayoutputstream.<init>', 'bytearrayoutputstream.write', 'bytearrayoutputstream.tobytearray', 'bytebuffer.allocatedirect']",MulaRec,"['bytearrayoutputstream.<init>', 'bytearrayoutputstream.write', 'bytearrayoutputstream.tobytearray', 'bytebuffer.allocatedirect']",0.3333333333333333,0.7937005259840998,0.0,0.0,0.6666666666666666,0.5
['jpanel.gety'],"['jpanel.getheight', 'jpanel.gety', 'jpanel.setlocation']","['jpanel.getwidth', 'jpanel.gety', 'jpanel.setlocation']",MulaRec,"['jpanel.getwidth', 'jpanel.gety', 'jpanel.setlocation']",0.0,0.0,0.0,0.0,0.0,0.0
['integer.parseint'],"['integer.parseintarraylist<string', '>.add', 'string.equalsignorecasearraylist<string', '>.add', 'string.equalsignorecasearraylist<string', '>.add', 'string.equalsignorecasearraylist<string', '>.add', 'string.equalsignorecasearraylist<string', '>.add', 'string.equalsignorecasearraylist<string', '>.add', 'string.equalsignorecasearraylist<string', '>.add', 'string.equalsignorecasearraylist<string', '>.add', 'string.equals']","['integer.parseint', 'string.length', 'math.random', 'string.equalsignorecasearraylist<string', '>.add']",MulaRec,"['integer.parseint', 'string.length', 'math.random', 'string.equalsignorecasearraylist<string', '>.add']",0.53,0.0,0.0,1.0,0.058823529411764705,0.6
"['map<string,arraylist<string>>.putarraylist<string', '>.<init>map<string,arraylist<string', '>>.putmap<string,arraylist<string', '>>.isemptymap<string,arraylist<string', '>>.keysetmap<string,arraylist<string', '>>.containskeymap<string,arraylist<string', '>>.getmap<string,arraylist<string', '>>.keysetmap<string,arraylist<string']","['map<string,arraylist<string>>.putarraylist<string', '>.<init>map<string,arraylist<string', '>>.putmap<string,arraylist<string', '>>.isemptymap<string,arraylist<string', '>>.keysetmap<string,arraylist<string', '>>.containskeymap<string,arraylist<string', '>>.getmap<string,arraylist<string', '>>.keysetmap<string,arraylist<']","['map<string,arraylist<string>>.putarraylist<string', '>.<init>map<string,arraylist<string', '>>.putmap<string,arraylist<string', '>>.isemptymap<string,arraylist<string', '>>.keysetmap<string,arraylist<string', '>>.containskeymap<string,arraylist<string', '>>.getmap<string,arraylist<string', '>>.keysetmap<string,arraylist<string', '>>.containskeymap<string,arraylist<string', '>>.get']",MulaRec,"['map<string,arraylist<string>>.putarraylist<string', '>.<init>map<string,arraylist<string', '>>.putmap<string,arraylist<string', '>>.isemptymap<string,arraylist<string', '>>.keysetmap<string,arraylist<string', '>>.containskeymap<string,arraylist<string', '>>.getmap<string,arraylist<string', '>>.keysetmap<string,arraylist<string', '>>.containskeymap<string,arraylist<string', '>>.get']",0.0,0.0,0.0,0.0,0.0,0.0
"['string.substring', 'string.charat']","['string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat']","['string.substring', 'string.charatarraylist<string', '>.add']",MulaRec,"['string.substring', 'string.charatarraylist<string', '>.add']",0.753947477483207,0.7426192972131603,0.0,1.0,1.0,0.3333333333333333
"['stringbuilder.<init>', 'stringbuilder.append', 'urlencoder.encode', 'stringbuilder.append', 'stringbuilder.tostring']","['stringbuilder.<init>', 'stringbuilder.appendmap<string,object', '>.entrysetentry<string,object', '>.getkey', 'stringbuilder.appendentry<string,object', '>.getvalue', 'stringbuilder.appenditerator<entry<string,object', '>>.hasnextiterator<entry<string,object', '>>.nextentry<string,object', '>.getkey', 'stringbuilder.appenditerator<entry<string,object', '>>.hasnext', 'stringbuilder.append', 'stringbuilder.tostring']","['stringbuilder.<init>', 'stringbuilder.append', 'stringbuilder.tostring']",MulaRec,"['stringbuilder.<init>', 'stringbuilder.append', 'stringbuilder.tostring']",0.7769849222869845,0.0,0.7949522173967186,0.8,0.21428571428571427,1.0
['intbuffer.get'],"['intbuffer.rewind', 'intbuffer.get']",['intbuffer.flip'],CodeBERT,['intbuffer.get'],0.5,0.0,0.0,0.0,0.0,0.0
['list.remove'],['arraylist.remove'],['arraylist.add'],CodeT5,['arraylist.remove'],0.38461538461538464,0.4375,0.62,1.0,1.0,1.0
['filesystem.gethost'],['file.changehost'],['files.copy'],CodeT5,['file.changehost'],0.0,0.0,0.0,0.0,0.0,0.0
['long.parselong'],"['string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println']",['string.isempty'],MulaRec,['string.isempty'],0.42857142857142855,0.5727520159675318,0.4,0.0,1.0,1.0
['system.arraycopy'],"['stringbuilder.<init>', 'string.format', 'stringbuilder.append', 'stringbuilder.tostring']","['system.arraycopy', 'messageformat.format']",MulaRec,"['system.arraycopy', 'messageformat.format']",0.8445945945945946,0.6531573930945211,0.5694947974514994,1.0,1.0,0.5
['system.exit'],"['datagrampacket.<init>', 'datagramsocket.receive', 'datagrampacket.getdata', 'datagrampacket.getaddress', 'datagrampacket.getport', 'datagrampacket.getdata', 'datagrampacket.<init>', 'datagramsocket.receive', 'datagrampacket.getaddress', 'datagrampacket.getport', 'datagrampacket.getdatadatagrampack']","['connection.receive', 'list.iterator', 'iterator.hasnext', 'iterator.next', 'connection.close']",MulaRec,"['connection.receive', 'list.iterator', 'iterator.hasnext', 'iterator.next', 'connection.close']",0.5913978494623656,0.0,0.0,1.0,0.0,0.6
"['fileoutputstream.<init>', 'inputstream.read', 'fileoutputstream.write', 'fileoutputstream.close', 'inputstream.close', 'file.delete']","['fileoutputstream.<init>', 'inputstream.read', 'outputstream.write', 'outputstream.close', 'inputstream.close']","['fileoutputstream.<init>', 'inputstream.read', 'fileoutputstream.write', 'fileoutputstream.close', 'inputstream.close', 'fileoutputstream.close', 'file.exists', 'file.delete', 'inputstream.close']",MulaRec,"['fileoutputstream.<init>', 'inputstream.read', 'fileoutputstream.write', 'fileoutputstream.close', 'inputstream.close', 'fileoutputstream.close', 'file.exists', 'file.delete', 'inputstream.close']",0.6451302237396476,0.6513964405115021,0.651565171140068,0.6666666666666666,0.8,0.6666666666666666
"['graphics2d.cast', 'graphics2d.setcomposite', 'graphics2d.setcomposite']","['graphics2d.cast', 'graphics2d.setcomposite', 'graphics2d.setpaint', 'graphics2d.fill']","['graphics2d.cast', 'graphics2d.setcomposite']",MulaRec,"['graphics2d.cast', 'graphics2d.setcomposite']",0.0,0.0,0.9905211130872972,0.3333333333333333,0.25,0.5
['map<selectionkey>.put'],['selectionkey.cancel'],"['selectionkey.channel', 'socketchannel.cast']",MulaRec,"['selectionkey.channel', 'socketchannel.cast']",0.0,0.0,0.0,0.0,0.0,0.0
"['stringbuilder.<init>', 'stringbuilder.append', 'stringbuilder.tostring']","['stringbuilder.<init>', 'string.length', 'string.charat', 'stringbuilder.append', 'string.charat', 'stringbuilder.append', 'string.charat', 'stringbuilder.append', 'string.charat', 'stringbuilder.append', 'string.charat', 'stringbuilder.append', 'string.charat', 'stringbuilder.append', 'string.charat', 'stringbuilder.append', 'string.charat', 'stringbuilder.append', 'string.charat', 'stringbuilder.append', 'string.charat', 'stringbuilder.append', 'string.charat', 'stringbuilder.appendstring']","['string.length', 'stringbuilder.<init>', 'string.length', 'stringbuilder.append', 'stringbuilder.tostring']",MulaRec,"['string.length', 'stringbuilder.<init>', 'string.length', 'stringbuilder.append', 'stringbuilder.tostring']",0.7457926280542645,0.0,0.7283522615595988,1.0,0.9583333333333334,1.0
['message.encryptmessage'],"['message.compress', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt']","['message.compress', 'message.encrypt', 'message.compress', 'message.encrypt', 'message.div4', 'checksum.calc']",MulaRec,"['message.compress', 'message.encrypt', 'message.compress', 'message.encrypt', 'message.div4', 'checksum.calc']",0.0,0.0,0.0,0.0,0.0,0.0
"['template.processtemplate', 'printwriter.println']","['template.processtemplatelist<string', '>.sizelist<string', '>.get', 'printwriter.println']","['template.processtemplate', 'template.size', 'printwriter.printmap<string,list<string', '>>.get', 'printwriter.print', 'printwriter.println']",CodeT5,"['template.processtemplatelist<string', '>.sizelist<string', '>.get', 'printwriter.println']",0.0,0.0,0.0,0.5,0.25,0.3333333333333333
['gradientpaint.<init>'],"['gradientpaint.<init>', 'color.<init>', 'gradientpaint.<init>', 'color.<init>']",['color.<init>'],CodeBERT,['gradientpaint.<init>'],0.6666666666666666,0.6324555320336759,0.5333333333333333,0.0,0.5,1.0
"['eigendecomposition.decompose', 'eigendecomposition.geteigenvector']","['array2drowrealmatrix.<init>', 'array2drowrealmatrix.getentry', 'array2drowrealmatrix.setentry', 'array2drowrealmatrix.getentry', 'array2drowrealmatrix.setentry', 'array2drowrealmatrix.getentry', 'array2drowrealmatrix.setentry', 'array2drowrealmatrix.getentry', 'array2drowrealmatrix.setentry', 'array2drowrealmatrix.getentry', 'array2drowrealmatrix.']",['eigendecomposition.findeigenvectors'],MulaRec,['eigendecomposition.findeigenvectors'],0.0,0.0,0.0,0.0,0.0,0.0
"['math.max', 'math.min', 'math.max', 'math.min', 'math.max', 'math.min', 'math.max', 'math.min']","['math.min', 'math.max', 'math.min', 'math.max', 'math.min', 'math.max', 'math.min']","['math.max', 'math.min', 'math.max', 'math.min', 'math.floor', 'math.ceil', 'math.pow', 'math.max', 'math.min']",MulaRec,"['math.max', 'math.min', 'math.max', 'math.min', 'math.floor', 'math.ceil', 'math.pow', 'math.max', 'math.min']",0.5479796439110171,0.5365435879895927,0.4624654231036845,1.0,1.0,1.0
"['string.charat', 'uri.isalpha', 'string.length', 'string.charat', 'uri.isalphacharacter']","['string.charat', 'uri.isalpha', 'string.length', 'string.charat', 'uri.isalphanum']","['string.charat', 'uri.isalpha', 'string.length', 'string.charat', 'string.indexof', 'uri.isalphanum']",MulaRec,"['string.charat', 'uri.isalpha', 'string.length', 'string.charat', 'string.indexof', 'uri.isalphanum']",0.0,0.0,0.0,0.6,0.6,0.6666666666666666
['math.random'],"['arraylist<integer>.<init>arraylist<integer', '>.addarraylist<integer', '>.size', 'random.nextintarraylist<integer', '>.getarraylist<integer', '>.setarraylist<integer', '>.size', 'random.nextintarraylist<integer', '>.getarraylist<integer', '>.setarraylist<integer', '>.size', 'random.nextintarraylist<integer', '>.getarraylist<integer', '>.setarraylist<integer', '>.size']",['network.<init>'],MulaRec,['network.<init>'],0.2926829268292683,0.0,0.0,1.0,0.0,0.0
"['urlencoder.encodehashmap<string,object', '>.<init>']","['hashmap<string,string>.<init>']","['urlencoder.encodehashmap<string,string', '>.<init>']",MulaRec,"['urlencoder.encodehashmap<string,string', '>.<init>']",0.0,0.07692307692307693,0.0,0.0,1.0,0.0
"['list.iterator', 'iterator.hasnext', 'iterator.next', 'point.getposition']","['list.iterator', 'iterator.hasnext', 'iterator.next', 'point.getx', 'point.gety', 'point.<init>', 'list.iterator', 'iterator.hasnext', 'iterator.next', 'point.getx', 'point.gety', 'point.<init>', 'list.iterator', 'iterator.hasnext', 'iterator.next', 'point.getx', 'point.gety', 'point.<init>', 'list.iterator', 'iterator.hasnext', 'iterator.next', 'point.getx', 'point.gety', 'point.<init>', 'list.iterator', 'iterator.has']","['list.iterator', 'iterator.hasnext', 'iterator.next', 'point.getposition', 'point.getdistanceorthogonal']",MulaRec,"['list.iterator', 'iterator.hasnext', 'iterator.next', 'point.getposition', 'point.getdistanceorthogonal']",0.0,0.0,0.0,0.75,0.6538461538461539,0.6
"['arraylist<arraylist<arraylist<double>>.gethashmap<double,integer', '>.put']","['arraylist<arraylist<double>>.gethashmap<double,integer', '>.containskeyhashmap<double,integer', '>.gethashmap<double,integer', '>.puthashmap<double,integer', '>.containskeyhashmap<double,integer', '>.gethashmap<double,integer', '>.puthashmap<double,integer', '>.containskeyhashmap<double,integer', '>.gethashmap<double,integer', '>.puthashmap<double']","['arraylist<arraylist<double>>.gethashmap<double,integer', '>.containskeyhashmap<double,integer', '>.gethashmap<double,integer', '>.put']",MulaRec,"['arraylist<arraylist<double>>.gethashmap<double,integer', '>.containskeyhashmap<double,integer', '>.gethashmap<double,integer', '>.put']",0.0,0.0,0.0,0.0,0.0,0.0
"['util.sleep', 'arrays.aslist']","['util.waituntilallchannelshavesameview', 'util.sleep', 'util.waituntilallchannelshavesameview']","['atomicinteger.get', 'util.sleep', 'atomicinteger.get']",MulaRec,"['atomicinteger.get', 'util.sleep', 'atomicinteger.get']",0.0,0.0,0.0,0.5,0.0,0.0
